text,union_name,f_num,desig_num,count
IAM - 10,MACHINISTS AFL-CIO,,,48
IATSE 99,STAGE AND PICTURE OPERATORS AFL-CIO,45314,99,48
RWDSU - 379,"RETAIL WHOLESALE, DC, UFCW",36929,379,48
GCIU - 157-M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,540441,157,48
PAT-8A-28A DC 9,PAINTERS AFL-CIO,514325,28,48
UFCW District 1 Local 152,FOOD AND COMMERCIAL WKRS,543600,152,48
SMWIA-100,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",515603,0,48
AFSCME -,STATE COUNTY AND MUNI EMPLS AFL-CIO,,0,48
NUHW Local N/A,NATIONAL UNION OF HEALTHCARE WORKERS,544076,0,48
IUOE - 520,"ENGINEERS, OPERATING, AFL-CIO",7581,520,47
IBT - 734,TEAMSTERS,12169,734,47
OPEIU - 39,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,14424,39,47
IBT - 571,TEAMSTERS,16936,571,47
IBT - 503,TEAMSTERS,1095,503,47
OPCM - 528,PLASTERERS AND CEMENT MASONS AFL-CIO,47366,528,47
IBT-512,TEAMSTERS,35339,512,47
GCC-6505M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,64088,6505,47
IBT-988,TEAMSTERS,65379,988,47
IBT-492,TEAMSTERS,25801,492,47
IUPAT-DC 5,PAINTERS AFL-CIO,37950,5,47
IBT Local 781,TEAMSTERS,16955,781,47
IBT Local 305,TEAMSTERS,5158,305,47
IBT Local 810,TEAMSTERS,35479,810,47
GENERAL TEAMSTERS UNION 662,TEAMSTERS,28535,662,47
IBT 810,TEAMSTERS,35479,810,47
International Brotherhood of Teamsters 810,TEAMSTERS,35479,810,47
SEIU Healthcare MN 113,SERVICE EMPLOYEES,57419,113,47
Operating Plasterers & Cement Masons Cement Masons' Union Local 527,PLASTERERS AND CEMENT MASONS AFL-CIO,11759,527,47
CWA - DISTRICT 6,COMMUNICATIONS WORKERS AFL-CIO,,,47
IBEW - 1212,ELECTRICAL WORKERS IBEW AFL-CIO,23713,1212,47
IBEW - 2,ELECTRICAL WORKERS IBEW AFL-CIO,,,47
IBEW - 2295,ELECTRICAL WORKERS IBEW AFL-CIO,67723,2295,47
IBEW 309,ELECTRICAL WORKERS IBEW AFL-CIO,24070,309,47
IBEW-1392,ELECTRICAL WORKERS IBEW AFL-CIO,26364,1392,47
IBEW-483,ELECTRICAL WORKERS IBEW AFL-CIO,41261,483,47
IATSE-13,STAGE AND PICTURE OPERATORS AFL-CIO,19711,13,47
RWDSU,"RETAIL WHOLESALE, DC, UFCW",,,47
USW Local N/A,"STEELWORKERS, AFL-CIO",,,47
Unite Here AFL-CIO 23,UNITE HERE,544240,23,47
Western States Regional Joint Board - Workers United,"WORKERS UNITED, SEIU",45887,0,47
AFSCME-215  DC 1707,STATE COUNTY AND MUNI EMPLS AFL-CIO,507188,215,47
IAMAW AFL-CIO-Lodge 77,MACHINISTS AFL-CIO,,,47
RWDSU/UFCW Local 1102,FOOD AND COMMERCIAL WKRS,12614,1102,47
UFCW Local 1,FOOD AND COMMERCIAL WKRS,27484,1,47
UNITE HERE-24,UNITE AFL-CIO,540559,24,47
UNITE HERE-25,UNITE HERE,506434,25,47
United Brotherhood of Carpenters & Joiners of Amer-Regional Council,CARPENTERS IND,,0,47
IAMAW-1,MACHINISTS AFL-CIO,,0,47
ILWU  142,LONGSHORE AND WAREHOUSE UNION,,0,47
LIUNA,LABORERS,,0,47
BSOIW - 508,IRON WORKERS AFL-CIO,9875,508,46
UFCW - 135,FOOD AND COMMERCIAL WKRS,517319,135,46
IBT - 669,TEAMSTERS,22454,669,46
LIUNA - 681,LABORERS,16147,681,46
IBT-771,TEAMSTERS,7665,771,46
UFCW-312,FOOD AND COMMERCIAL WKRS,544721,312,46
LIUNA-165,LABORERS,17888,165,46
IBT-992,TEAMSTERS,14787,992,46
SEIU -509,SERVICE EMPLOYEES,511865,509,46
Teamsters 325,TEAMSTERS,42250,325,46
International Brotherhood of Teamsters 814,TEAMSTERS,35107,814,46
TEAMSTERS 682,TEAMSTERS,36648,682,46
IBT 455,TEAMSTERS,2409,455,46
IBT 436,TEAMSTERS,18978,436,46
I.U.O.E Local 49 ,"ENGINEERS, OPERATING, AFL-CIO",4588,49,46
International Union Of Operating Engineers Local 3,"ENGINEERS, OPERATING, AFL-CIO",35651,3,46
BCTGM - 1,"BAKERY, TOBACCO AND GRAIN AFL-CIO",12282,1,46
IBEW - 1922,ELECTRICAL WORKERS IBEW AFL-CIO,39260,1922,46
IBEW - 2131,ELECTRICAL WORKERS IBEW AFL-CIO,60036,2131,46
GCIU - 415-S,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35020,415,46
GCIU/IBT-1-L,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,35319,1,46
"Retail, Wholesale & Department Store Union Mid-South Council","RETAIL WHOLESALE, DC, UFCW",38582,932,46
USW-4889,"STEELWORKERS, AFL-CIO",10881,4889,46
USW-9,"STEELWORKERS, AFL-CIO",,0,46
SPFPA-N/A,"SECURITY POLICE, FIRE PROF, IND",,0,46
UAW-2320,AUTO WORKERS AFL-CIO,,0,46
NUHW N/A,NATIONAL UNION OF HEALTHCARE WORKERS,544076,0,46
IBT - 776,TEAMSTERS,22656,776,45
SMW - 104,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",16871,104,45
OPEIU - 381,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,42816,381,45
IBT - 579,TEAMSTERS,23849,579,45
OPCM - 18,PLASTERERS AND CEMENT MASONS AFL-CIO,540750,18,45
BCTGM - 6,"BAKERY, TOBACCO AND GRAIN AFL-CIO",18158,6,45
BCTGM - 9,"BAKERY, TOBACCO AND GRAIN AFL-CIO",50749,9,45
IBT-945,TEAMSTERS,15382,945,45
IBT-808,TEAMSTERS,36255,808,45
IBT-667,TEAMSTERS,22627,667,45
Plasterers & Cement Masons-692,PLASTERERS AND CEMENT MASONS AFL-CIO,530002,692,45
SEIU-6434,SERVICE EMPLOYEES,543788,6434,45
IBT Local 174,TEAMSTERS,7715,174,45
IUOE Local 18,"ENGINEERS, OPERATING, AFL-CIO",39040,18,45
IBT 125,TEAMSTERS,7165,125,45
Mid-America Carpenters Regional Council 311,CARPENTERS IND,1107,311,45
UFCW - 7,FOOD AND COMMERCIAL WKRS,23866,7,45
BCTGM-57,"BAKERY, TOBACCO AND GRAIN AFL-CIO",9974,57,45
SEIU Healthcare Michigan Local N/A,SERVICE EMPLOYEES,543857,,45
CJA - SCCC,CARPENTERS IND,25027,,45
SEIU-USWW-,SERVICE EMPLOYEES,544407,,45
CWA-9415,COMMUNICATIONS WORKERS AFL-CIO,38053,9415,45
IBEW 134,ELECTRICAL WORKERS IBEW AFL-CIO,35399,134,45
IATSE-751,STAGE AND PICTURE OPERATORS AFL-CIO,,51,45
MNA,MASSACHUSETTS NURSES ASSOCIATION,57925,0,45
UNITE HERE 26,UNITE HERE,506653,26,45
GCC/IBT-2289-M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,506413,289,45
IBT Council 44 Local 20,TEAMSTERS,8580,20,45
PAINTERS AND ALLIED TRADES DISTRICT COUNCIL 36 831,PAINTERS AFL-CIO,26766,831,45
SMW - 194,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",25862,,45
United Nurses Association Of California/Union of Health Care Professionals 1199,SERVICE EMPLOYEES,,199,45
USW-9518,"STEELWORKERS, AFL-CIO",543129,9518,45
SEIU -,SERVICE EMPLOYEES,,0,45
UPW-646,UTILITY WORKERS AFL-CIO,,0,45
Western States Regional Joint Board-52,"WORKERS UNITED, SEIU",46239,52,45
ATU - 1493,TRANSIT UNION AFL-CIO,7174,1493,44
AFSCME - 1640,STATE COUNTY AND MUNI EMPLS AFL-CIO,66633,1640,44
IBT - 422,TEAMSTERS,10006,422,44
IBT - 988,TEAMSTERS,65379,988,44
LIUNA - 1334,LABORERS,70875,1334,44
IBT - 236,TEAMSTERS,37965,236,44
OPEIU - 376,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,7206,376,44
UFCW-422S,FOOD AND COMMERCIAL WKRS,6142,422,44
IBT-537,TEAMSTERS,12638,537,44
LIUNA-734,LABORERS,23958,734,44
UAW-70,AUTO WORKERS AFL-CIO,35158,70,44
UFCW-300S,FOOD AND COMMERCIAL WKRS,49498,300,44
IBT-878,TEAMSTERS,32629,878,44
IAMAW-1060,MACHINISTS AFL-CIO,20263,1060,44
IBT-229,TEAMSTERS,1601,229,44
IBT-814,TEAMSTERS,35107,814,44
IUOE-478,"ENGINEERS, OPERATING, AFL-CIO",42729,478,44
IBT-272,TEAMSTERS,10930,272,44
IBT-5,TEAMSTERS,38170,5,44
Ironworkers-272,IRON WORKERS AFL-CIO,10100,272,44
IBT Local 117,TEAMSTERS,5960,117,44
IBT Local 202,TEAMSTERS,26719,202,44
International Union of Operating Engineers 351,"ENGINEERS, OPERATING, AFL-CIO",41283,351,44
International Brotherhood of Teamsters 773,TEAMSTERS,23562,773,44
International Union of Operating Engineers 3,"ENGINEERS, OPERATING, AFL-CIO",35651,3,44
IBT 11,TEAMSTERS,62025,11,44
Teamsters 570,TEAMSTERS,27440,570,44
United Food & Commercial Workers 1776KS,FOOD AND COMMERCIAL WKRS,45254,1776,44
United Food & Commercial Workers 75,FOOD AND COMMERCIAL WKRS,544266,75,44
Operating Plasterers & Cement Masons International Association Local 599,PLASTERERS AND CEMENT MASONS AFL-CIO,541342,599,44
Service Employees International Union 73,SERVICE EMPLOYEES,36758,73,44
SEIU - 4,SERVICE EMPLOYEES,503135,4,44
LIUNA-Council MN-ND,LABORERS,65482,,44
LIUNA - MASSACHUSETTS DC,LABORERS,14274,,44
IBEW - 20,ELECTRICAL WORKERS IBEW AFL-CIO,541205,20,44
IBEW - 77,ELECTRICAL WORKERS IBEW AFL-CIO,29101,77,44
IBEW-102,ELECTRICAL WORKERS IBEW AFL-CIO,4017,102,44
American Federation Of Musicians 6,MUSICIANS AFL-CIO,46854,6,44
GCIU - 17M,TEAMSTERS,25769,17,44
IATSE-3,STAGE AND PICTURE OPERATORS AFL-CIO,,,44
IATSE-800,STAGE AND PICTURE OPERATORS AFL-CIO,48974,800,44
International Alliance of Theatrical Stage Employees 33,STAGE AND PICTURE OPERATORS AFL-CIO,13250,33,44
IAM - 297 DL 160,MACHINISTS AFL-CIO,24553,297,44
IAM-434 D-15,MACHINISTS AFL-CIO,47506,434,44
International Brotherhood of Teamsters Union Local 727,TEAMSTERS,34268,727,44
UFCW - 815-S,FOOD AND COMMERCIAL WKRS,6941,815,44
International Union of Painters & Allied Trades,PAINTERS AFL-CIO,,0,44
IUOE - 1,"ENGINEERS, OPERATING, AFL-CIO",,0,44
UFCW - 6,FOOD AND COMMERCIAL WKRS,,0,44
UAW-2B,AUTO WORKERS AFL-CIO,,0,44
IUJAT-713,"INDUSTRIAL TRADE UNIONS, IUJAT",,0,44
UFCW - 324,FOOD AND COMMERCIAL WKRS,22620,324,43
IBT - 492,TEAMSTERS,25801,492,43
CJA - 1045,CARPENTERS IND,540463,1045,43
IUOE - 132,"ENGINEERS, OPERATING, AFL-CIO",27453,132,43
IBT - 277,TEAMSTERS,31419,277,43
UFCW - 951,FOOD AND COMMERCIAL WKRS,58445,951,43
HERE - 2850,UNITE HERE,531715,2850,43
IBT - 399,TEAMSTERS,36960,399,43
BCTGM - 22,"BAKERY, TOBACCO AND GRAIN AFL-CIO",70251,22,43
IUOE-68AB,"ENGINEERS, OPERATING, AFL-CIO",3188,68,43
IBT-145,TEAMSTERS,40388,145,43
OPEIU-39,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,14424,39,43
IBT-964,TEAMSTERS,10485,964,43
IBB-104,BOILERMAKERS AFL-CIO,24086,104,43
IBT-413,TEAMSTERS,15397,413,43
GCC-612M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,521560,612,43
OPEIU-3 ,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,6141,3,43
OPCMIA-599,PLASTERERS AND CEMENT MASONS AFL-CIO,541342,599,43
IBT Local 436,TEAMSTERS,18978,436,43
Teamsters 631,TEAMSTERS,2927,631,43
International Association of Machinists & Aerospace Workers 289,MACHINISTS AFL-CIO,19877,289,43
UFCW 1439,FOOD AND COMMERCIAL WKRS,34163,1439,43
Teamsters Union 190,TEAMSTERS,17236,190,43
United Food & Commercial Workers 324,FOOD AND COMMERCIAL WKRS,22620,324,43
California Nurses Association,CALIFORNIA NURSES ASSOCIATION,15724,,43
LIUNA-So Calif District Council of,LABORERS,29790,,43
IBEW - 300,ELECTRICAL WORKERS IBEW AFL-CIO,42804,300,43
IBEW-44,ELECTRICAL WORKERS IBEW AFL-CIO,50681,44,43
GCIU - 2289M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,506413,289,43
MNA-Duluth office,MASSACHUSETTS NURSES ASSOCIATION,57925,0,43
SEIU - 73-HC,SERVICE EMPLOYEES,36758,73,43
SEIU/UHWE-1199 Mass Div.,SERVICE EMPLOYEES,508557,,43
UNITE - 89-22-1,"WORKERS UNITED, SEIU",512269,89,43
DC3 2012,PAINTERS AFL-CIO,544917,2012,43
IAMAW-130,MACHINISTS AFL-CIO,,30,43
IBT-747M DC 2,TEAMSTERS,540115,747,43
International Association of Machinists & Aerospace Workers 9,MACHINISTS AFL-CIO,,0,43
National Nurses Organizing Committee,NATIONAL NURSES UNITED,,0,43
HERE - 7,UNITE HERE,27970,7,42
IBT - 703,TEAMSTERS,22671,703,42
UAW - 600,AUTO WORKERS AFL-CIO,13030,600,42
IBT - 808,TEAMSTERS,36255,808,42
UFCW - 1358,FOOD AND COMMERCIAL WKRS,1786,1358,42
IBT - 64,TEAMSTERS,4870,64,42
SEIU - 627,SERVICE EMPLOYEES,68228,627,42
OPEIU - 32,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,11381,32,42
IBT - 278,TEAMSTERS,34030,278,42
BSOIW - 468,IRON WORKERS AFL-CIO,36662,468,42
IUOE - 181,"ENGINEERS, OPERATING, AFL-CIO",32196,181,42
SMW - 137,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",3727,137,42
IUOE-3  ,"ENGINEERS, OPERATING, AFL-CIO",35651,3,42
UAW-2256,AUTO WORKERS AFL-CIO,529038,2256,42
BCTGM-111,"BAKERY, TOBACCO AND GRAIN AFL-CIO",63644,111,42
IAMAW-1998,MACHINISTS AFL-CIO,502246,1998,42
UBC-1865,CARPENTERS IND,25863,1865,42
AITNWA-223,NOVELTY AND PRODUCTION WKRS AFL-CIO,31101,223,42
International Brotherhood of Teamsters 886,TEAMSTERS,29835,886,42
International Brotherhood of Teamsters 959,TEAMSTERS,14285,959,42
International Brotherhood of Teamsters 243,TEAMSTERS,30804,243,42
International Brotherhood of Teamsters 377,TEAMSTERS,39225,377,42
"United Automobile, Aerospace, & Agricultural Implement Workers of America 600",AUTO WORKERS AFL-CIO,13030,600,42
International Brotherhood of Teamsters 639,TEAMSTERS,11839,639,42
United Food & Commercial Workers Union 360,FOOD AND COMMERCIAL WKRS,545904,360,42
HERE - 681,UNITE HERE,26006,681,42
International Brotherhood of Teamsters 87,TEAMSTERS,39861,87,42
CNA-Glendale,CALIFORNIA NURSES ASSOCIATION,15724,,42
SEIU Healthcare Pennsylvania-N/A,SERVICE EMPLOYEES,508557,,42
CJA - GREATER ST LOUIS & VIC,CARPENTERS IND,2637,,42
Great Plains Laborers' District Council,LABORERS,542992,,42
LIUNA-MA & Northern NE DC,LABORERS,14274,,42
Plasterers and Cement Masons-Council of Northern CA,PLASTERERS AND CEMENT MASONS AFL-CIO,25685,,42
AFTRA - LOS ANGELES,SAG-AFTRA,545143,,42
IBEW - 110,ELECTRICAL WORKERS IBEW AFL-CIO,41126,110,42
IBEW - 1593,ELECTRICAL WORKERS IBEW AFL-CIO,514400,1593,42
IBEW-1031,ELECTRICAL WORKERS IBEW AFL-CIO,7530,1031,42
IBEW-45,ELECTRICAL WORKERS IBEW AFL-CIO,44073,45,42
American Federation Of Musicians Local802,MUSICIANS AFL-CIO,10790,802,42
International Brotherhood of Electrical Workers 1547,ELECTRICAL WORKERS IBEW AFL-CIO,19504,1547,42
UNITEHERE-122,UNITE HERE,507427,2,42
AFSCME NUHHCE-1199C,STATE COUNTY AND MUNI EMPLS AFL-CIO,504772,,42
American Federation Of State City & Municipal Employees/National Union of Hospital & Health Care Employees AFL-CIO District 1199J,STATE COUNTY AND MUNI EMPLS AFL-CIO,511735,,42
International Union of Painters & Allied Trades District Council 3,PAINTERS AFL-CIO,2437,3,42
OPEIU - 5,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,,,42
OPEIU-112,OFFICE AND PROFESSIONAL EMPLS AFL-CIO,,12,42
SEIU - 200 UNITED,SERVICE EMPLOYEES,542233,200,42
Sheet Metal Workers-265,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",26754,,42
Unite Here-8,UNITE HERE,509161,8,42
United Food & Commercial Workers 8-GS,FOOD AND COMMERCIAL WKRS,43536,8,42
Seafarers International Union Of North America,SEAFARERS AFL-CIO,,0,42
USW-1165,"STEELWORKERS, AFL-CIO",,165,42
IAMAW-93,MACHINISTS AFL-CIO,,0,42
IUPAT District Council 82-1324,PAINTERS AFL-CIO,34836,1324,42
SMART 10,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",,0,42
Carpenters' District Council-,CARPENTERS IND,,0,42
International Longshoremens & Warehouse Union 142,LONGSHORE AND WAREHOUSE UNION,,0,42
FOP -,NATIONAL FRATERNAL ORDER OF POLICE,,0,42
UPWU - 17-18,UNITED PACKINGHOUSE WORKERS,516369,,42
HERE - 21,UNITE HERE,36083,21,41
SEIU - 715,SERVICE EMPLOYEES,513588,715,41
IBT - 523,TEAMSTERS,33164,523,41
LIUNA - 16,LABORERS,20345,16,41
IBT - 30,TEAMSTERS,36259,30,41
IBT - 600,TEAMSTERS,26065,600,41
PAT - 880,PAINTERS AFL-CIO,36284,880,41
UAW - 217,AUTO WORKERS AFL-CIO,11775,217,41
PAT - DC 21,PAINTERS AFL-CIO,13023,21,41
SEIU - 2020,SERVICE EMPLOYEES,543225,2020,41
Sheet Metal Workers-104,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",16871,104,41
IAMAW-264 ,MACHINISTS AFL-CIO,22251,264,41
IUOE-545,"ENGINEERS, OPERATING, AFL-CIO",15411,545,41
BSOIW-508,IRON WORKERS AFL-CIO,9875,508,41
GCC/IBT-546M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,28564,546,41
IUOE-324-A-B-C-D,"ENGINEERS, OPERATING, AFL-CIO",19088,324,41
Carpenters-2236,CARPENTERS IND,518970,2236,41
IBT Local 703,TEAMSTERS,22671,703,41
Building Material Teamsters 282,TEAMSTERS,9185,282,41
IBT 781,TEAMSTERS,16955,781,41
Int Union Of Operating Engineers 542,"ENGINEERS, OPERATING, AFL-CIO",38130,542,41
International Brotherhood Of Teamsters 856,TEAMSTERS,35507,856,41
International Union Of Operating Engineers 18,"ENGINEERS, OPERATING, AFL-CIO",39040,18,41
International Brotherhood Of Teamsters 135,TEAMSTERS,9836,135,41
International Brotherhood of Teamsters 0618,TEAMSTERS,28325,618,41
International Brotherhood of Teamsters Local 710,TEAMSTERS,28039,710,41
United Food & Commercial Workers Local 3000,FOOD AND COMMERCIAL WKRS,543341,3000,41
United Food & Commercial Workers 464A,FOOD AND COMMERCIAL WKRS,2373,464,41
SEIU Healthcare IL IN MO KS,SERVICE EMPLOYEES,543894,,41
LIUNA - NORTHERN CALIFORNIA DC,LABORERS,31618,,41
IBEW - 1186,ELECTRICAL WORKERS IBEW AFL-CIO,14626,1186,41
IBEW - 1426,ELECTRICAL WORKERS IBEW AFL-CIO,23635,1426,41
IBEW-347,ELECTRICAL WORKERS IBEW AFL-CIO,19803,347,41
IAM - 162,MACHINISTS AFL-CIO,21022,162,41
UNITE HERE 11,UNITE HERE,507066,11,41
AFM AFL-CIO CLC Local 47,MUSICIANS AFL-CIO,12112,47,41
GCC-17M,TEAMSTERS,25769,17,41
Retail Wholesale & Department Store Union/United Food & Commercial Workers 1102,FOOD AND COMMERCIAL WKRS,12614,1102,41
SMW - 100,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",515603,,41
U.F.C.W Local 342 342,FOOD AND COMMERCIAL WKRS,,42,41
UFCW Local 8-GS,FOOD AND COMMERCIAL WKRS,43536,8,41
SMW-10,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",516361,0,41
USW-1304,"STEELWORKERS, AFL-CIO",30657,1304,41
SMWIA-10,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",516361,0,41
IUOE - 71,"ENGINEERS, OPERATING, AFL-CIO",,0,41
SEIU-UHW,SERVICE EMPLOYEES,,0,41
CTU -,TEACHERS AFL-CIO,545781,1,41
BCTW - 6,"BAKERY, TOBACCO AND GRAIN AFL-CIO",18158,6,40
UFCW - 481,FOOD AND COMMERCIAL WKRS,517279,481,40
IBT - 519,TEAMSTERS,19538,519,40
UFCW - 1288,FOOD AND COMMERCIAL WKRS,36750,1288,40
IBT - 295,TEAMSTERS,15398,295,40
HERE - 6,UNITE HERE,28501,6,40
SEIU - 2000,SERVICE EMPLOYEES,542139,2000,40
IBT-505,TEAMSTERS,35252,505,40
IBT-85,TEAMSTERS,25724,85,40
BCTGM-125,"BAKERY, TOBACCO AND GRAIN AFL-CIO",1654,125,40
GCC-259M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,40112,259,40
Plasterers & Cement Masons-633,PLASTERERS AND CEMENT MASONS AFL-CIO,528377,633,40
UAW-129,AUTO WORKERS AFL-CIO,27374,129,40
IBT-911,TEAMSTERS,507181,911,40
IBT-463,TEAMSTERS,5506,463,40
Roofers-2,ROOFERS AFL-CIO,19548,2,40
Teamsters 35,TEAMSTERS,43072,35,40
Teamsters Local 926,TEAMSTERS,19807,926,40
International Brotherhood of Teamsters 705,TEAMSTERS,43508,705,40
IBT Local 313,TEAMSTERS,43832,313,40
UFCW 1496,FOOD AND COMMERCIAL WKRS,2580,1496,40
International Association of Machinists & Aerospace Workers 1101,MACHINISTS AFL-CIO,29596,1101,40
IUOE 234,"ENGINEERS, OPERATING, AFL-CIO",38399,234,40
Plumbers Pipefitters Union 190,PLUMBERS AFL-CIO,41335,190,40
IBT 456,TEAMSTERS,21006,456,40
International Union of Operating Engineers AFL-CIO 95,"ENGINEERS, OPERATING, AFL-CIO",37173,95,40
International Union of Painters & Allied Trades (Glaziers) 636,PAINTERS AFL-CIO,32217,636,40
International Brotherhood of Teamsters 671,TEAMSTERS,23964,671,40
United Food & Commercial Workers AFL-CIO 2013,FOOD AND COMMERCIAL WKRS,60069,2013,40
Mid-America Carpenters Regional Council 1445,CARPENTERS IND,47168,1445,40
UFCW-2D,FOOD AND COMMERCIAL WKRS,29150,2,40
UFCW-7R,FOOD AND COMMERCIAL WKRS,23866,7,40
IBT - 544,TEAMSTERS,42579,544,40
IBT - 94,TEAMSTERS,513800,94,40
"Chauffeurs, Teamsters and Helpers 58",TEAMSTERS,1854,58,40
IBEW - 1377,ELECTRICAL WORKERS IBEW AFL-CIO,22666,1377,40
IBEW - 363,ELECTRICAL WORKERS IBEW AFL-CIO,19056,363,40
IBEW-55,ELECTRICAL WORKERS IBEW AFL-CIO,42156,55,40
IBEW-876,ELECTRICAL WORKERS IBEW AFL-CIO,4425,876,40
Washington-Baltimore News Guild TNG-CWA 32035,COMMUNICATIONS WORKERS AFL-CIO,38522,32035,40
GCIU - 2,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,44243,2,40
IATSE - 38,STAGE AND PICTURE OPERATORS AFL-CIO,,,40
IATSE - 764,STAGE AND PICTURE OPERATORS AFL-CIO,21828,764,40
IATSE-838,STAGE AND PICTURE OPERATORS AFL-CIO,,,40
International Brotherhood Of Electrical Workers 0369,ELECTRICAL WORKERS IBEW AFL-CIO,22469,369,40
RWDSU/UFCW 338,"RETAIL WHOLESALE, DC, UFCW",11901,338,40
UNITEHERE-217,UNITE HERE,40240,217,40
UNITEHERE-5,UNITE HERE,28510,5,40
American Federation Of State City & Municipal Employees/National Union of Hospital & Health Care Employees AFL-CIO District 1199C,STATE COUNTY AND MUNI EMPLS AFL-CIO,504772,,40
NPWU-707,NOVELTY AND PRODUCTION WKRS AFL-CIO,,7,40
SEIU-FHC,SERVICE EMPLOYEES,,,40
Unite Here-54,UNITE HERE,71117,54,40
USA - 2018,"STEELWORKERS, AFL-CIO",30686,2018,40
Seafarers International Union of N.A.-,SEAFARERS AFL-CIO,,0,40
USW-10 Local 286,"STEELWORKERS, AFL-CIO",13014,286,40
SMWIA-19,"SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",13066,0,40
UFCW-6,FOOD AND COMMERCIAL WKRS,,0,40
IUPAT District Council 82 1324,PAINTERS AFL-CIO,34836,1324,40
IUPAT District Council 82 880,PAINTERS AFL-CIO,36284,880,40
IBFO - 473,SERVICE EMPLOYEES,10220,73,40
Ohio Nurses Association,OHIO NURSES ASSOCIATION,40094,0,40
American Federation of Labor & Congress of Industrial Organizations Local 26,AFL-CIO,,0,40
IBT - 582,TEAMSTERS,56500,582,39
LIUNA - 165,LABORERS,17888,165,39
UMW - DISTRICT 20,"MINE WORKERS, UNITED, AFL-CIO",58564,20,39
SEIU - 679,SERVICE EMPLOYEES,540764,679,39
CJA - 2236,CARPENTERS IND,518970,2236,39
UAW - 710,AUTO WORKERS AFL-CIO,37853,710,39
CJA - 2947,CARPENTERS IND,28007,2947,39
HERE - 427,UNITE HERE,5766,427,39
IBT - 991,TEAMSTERS,16933,991,39
LIUNA - 108,LABORERS,541709,108,39
UBC-1780,CARPENTERS IND,34401,1780,39
IAMAW-725,MACHINISTS AFL-CIO,530879,725,39
IBT-612,TEAMSTERS,15391,612,39
GCC-577M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,25323,577,39
NCFO-320,SERVICE EMPLOYEES,15677,320,39
IBT Local 455,TEAMSTERS,2409,455,39
IAMAW 1173,MACHINISTS AFL-CIO,5757,1173,39
IBT Teamsters 955,TEAMSTERS,15380,955,39
IBT Local 614,TEAMSTERS,19050,614,39
Ironworkers 502,IRON WORKERS AFL-CIO,37269,502,39
International Brotherhood of Teamsters 957,TEAMSTERS,2881,957,39
IBT 671,TEAMSTERS,23964,671,39
IBT 630,TEAMSTERS,34093,630,39
IUOE 95,"ENGINEERS, OPERATING, AFL-CIO",37173,95,39
"United Automobile, Aerospace, & Agricultural Implement Workers of America 155",AUTO WORKERS AFL-CIO,16100,155,39
International Brotherhood of Teamsters 600,TEAMSTERS,26065,600,39
Operating Plasterers & Cement Masons 072,PLASTERERS AND CEMENT MASONS AFL-CIO,26394,72,39
SEIU - 200,SERVICE EMPLOYEES,542233,200,39
Local Joint Executive Board of Las Vegas,UNITE HERE,32523,,39
CWA,COMMUNICATIONS WORKERS AFL-CIO,,,39
IBEW - 455,ELECTRICAL WORKERS IBEW AFL-CIO,12158,455,39
IBEW - 716,ELECTRICAL WORKERS IBEW AFL-CIO,22626,716,39
IBEW - 827,ELECTRICAL WORKERS IBEW AFL-CIO,36611,827,39
IBEW-97,ELECTRICAL WORKERS IBEW AFL-CIO,537398,97,39
GCIU - 577M,PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N,25323,577,39
IATSE 33,STAGE AND PICTURE OPERATORS AFL-CIO,13250,33,39
IATSE-30,STAGE AND PICTURE OPERATORS AFL-CIO,,,39
UNITE HERE 2,UNITE HERE,507427,2,39
